id,city,age,protectionorder,why1,killer1,killingway1,statusofkiller,year
2575, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Atesli Silah, Tutuklu ,2019
2576, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019
2577, Trabzon , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2580, Van , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp, Tutuklu ,2019
2581, Van , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2019
2584, Yozgat , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019
2585, Zonguldak , Resit ,   Yok ,Kiskanclik,Eski Kocasi,Kesici Alet, Tutuklu ,2019
2785,Mugla,Resit,Yok,Tartisma,Eski Sevgilisi,Bogulma,Tutuklu,2020
2786,Istanbul,Resit,Yok,Tartisma,Oglu,Bogulma,Tutuklu,2020
2787,Istanbul,Resit,Yok,Kiskanclik,Sevgilisi,Kesici Alet,Tutuklu,2020
2788,Izmir,Resit,Yok,Tartisma,Tanidigi Birisi,Kesici Alet,Intihar,2020
2789,Karabuk,Resit,Yok,Tespit Edilemeyen,Oglu,Kesici Alet,Tutuklu,2020
2792,Kastamonu,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Intihar,2020
2793,Ordu,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Sorusturma Suruyor,2020
2795,Bingol,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2796,Adana,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Sorusturma Suruyor,2020
2797,Kocaeli,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2798,Giresun,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2020
2799,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020
2800,Van,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2801,Ordu,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2802,Mersin,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020
2803,Adiyaman,Resit Degil,Yok,Kaza,Kuzeni,Atesli Silah,Tutuklu,2020
2804,Mardin,Resit Degil,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tutuklu,2020
2805,Istanbul,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Bogulma,Tutuklu,2020
2806,Elazig,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020
2808,Manisa,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2809,Mardin,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2812,Samsun,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2813,Izmir,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tutuklu,2020
2814,Konya,Resit,Yok,Kiskanclik,Sevgilisi,Atesli Silah,Tutuklu,2020
2815,Izmir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2816,Agri,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020
2817,Sivas,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2818,Istanbul,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Tutuklu,2020
2819,Istanbul,Resit,Yok,Tespit Edilemeyen,Damadi,Tespit Edilemeyen,Tutuklu,2020
2820,Istanbul,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tespit Edilemeyen,2020
2821,Ankara,Resit,Yok,Tartisma,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2822,Manisa,Resit,Yok,Aldatilma Suphesi,Sevgilisi,Atesli Silah,Tutuklu,2020
2823,Istanbul,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2824,Canakkale,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2825,Edirne,Resit,Yok,Tespit Edilemeyen,Oglu,Darp,Tutuklu,2020
2826,Sirnak,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2827,Kars,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2828,Mugla,Resit,Yok,Tartisma,Sevgilisi,Darp,Tutuklu,2020
2829,Manisa,Resit,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tespit Edilemeyen,2020
2830,Ankara,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020
2831,Erzurum,Resit,Yok,Kiskanclik,Akrabasi,Atesli Silah,Tutuklu,2020
2832,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Tespit Edilemeyen,2020
2833,Canakkale,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2834,Isparta,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020
2835,Bursa,Resit Degil,Yok,Kaza,Tespit Edilemeyen,Araba Kazasi,Tespit Edilemeyen,2020
2836,Istanbul,Resit,Yok,Tartisma,Tanidgi Birisi,Atesli Silah,Tespit Edilemeyen,2020
2837,Istanbul,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tespit Edilemeyen,2020
2838,Bartin,Resit,Yok,Tartisma,Komsusu,Atesli Silah,Tutuklu,2020
2839,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2020
2840,Sivas,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2841,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Intihar,2020
2842,Rize,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2843,Mersin,Resit,Yok,Kaza,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2844,Aydin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet,Tespit Edilemeyen,2020
2845,Rize,Resit,Yok,Tartisma,Akrabasi,Atesli Silah,Tespit Edilemeyen,2020
2846,Rize,Resit,Yok,Tartisma,Akrabasi,Atesli Silah,Tespit Edilemeyen,2020
2847,Tunceli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2848,Konya,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020
2849,Gaziantep,Resit Degil,Yok,Tespit Edilemeyen,Babasi,Darp,Sorusturma Suruyor,2020
2850,Batman,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Tespit Edilemeyen,2020
2851,Antalya,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen,Tutuklu,2020
2852,Karabuk,Resit,Var,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2020
2853,Osmaniye,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Tespit Edilemeyen,2020
2854,Bursa,Resit,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,Intihar,2020
2855,Ordu,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2856,Tokat,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2857,Van,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2858,Diyarbakir,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,Tutuklu,2020
2859,Konya,Resit,Var,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020
2860,Denizli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2861,Corum,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2862,Mardin,Resit,Yok,Tespit Edilemeyen,Oglu,Kesici Alet,Tutuklu,2020
2863,Izmir,Resit,Yok,Tartisma,Eski Kocasi,Kesici Alet,Tutuklu,2020
2864,Kars,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Darp,Sorusturma Suruyor,2020
2865,Erzurum,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2866,Batman,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Sorusturma Suruyor,2020
2867,Ordu,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2020
2868,Diyarbakir,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2869,Samsun,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2870,Istanbul,Resit,Yok,Tartisma,Kocasi,Bogulma,Tutuklu,2020
2871,Mus,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Tutuklu,2020
2872,Aydin,Resit,Yok,Para,Arkadasi,Kesici Alet,Tutuklu,2020
2873,Kocaeli,Resit,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Darp,Tutuklu,2020
2875,Mersin,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020
2876,Sinop,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2877,Kocaeli,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2878,Mersin,Resit,Yok,Kizini Korurken,Damadi,Atesli Silah,Tutuklu,2020
2880,Kayseri,Resit,Yok,Kiskanclik,Tanidigi Birisi,Atesli Silah,Tutuklu,2020
2883,Ankara,Resit,Yok,Tartisma,Tanidigi Birisi,Darp,Intihar,2020
2884,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Intihar,2020
2887,Hatay,Resit,Yok,Tartisma,Oglu,Atesli Silah,Intihar,2020
2888,Hatay,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2891,Ankara,Resit,Yok,Tartisma,Kocasi,Bogulma,Tutuklu,2020
2895,Istanbul,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020
2897,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2020
2898,Ankara,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2899,Duzce,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2900,Izmir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2902,Eskisehir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020
2903,Balikesir,Resit,Yok,Aldatma,Kocasi,Kesici Alet,Tutuklu,2020
2905,Antalya,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Bogulma,Tutuklu,2020
2906,Bursa,Resit,Yok,Tespit Edilemeyen,Kocasi,Kesici Alet,Tutuklu,2020
2907,Kocaeli,Resit,Yok,Tespit Edilemeyen,Oglu,Atesli Silah,Tutuklu,2020
2908,Istanbul,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020
2909,Denizli,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Intihar,2020
2910,Aydin,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2911,Bursa,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020
2912,Afyonkarahisar,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Yakilma,Tutuklu,2020
2913,Bursa,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020
2914,Manisa,Resit,Yok,Namus,Kocasinin Kardesi,Kesici Alet,Tutuklu,2020
2915,Adana,Resit,Yok,Reddedilme,Tanidigi Birisi,Darp,Tutuklu,2020
2916,Ankara,Resit Degil,Yok,Namus,Babasi,Atesli Silah,Tutuklu,2020
2917,Ankara,Resit,Var,Bosanma Talebi,Kocasi,Bogulma,Tutuklu,2020
2918,Elazig,Resit,Yok,Tartisma,Babasi,Atesli Silah,Tutuklu,2020
2919,Bingol,Resit,Var,Bosanma Talebi,Kocasi,Atesli Silah,Intihar,2020
2920,Mersin,Resit,Yok,Kaza,Akrabasi,Atesli Silah,Tutuklu,2020
2921,Istanbul,Resit,Yok,Tartisma,Dini Nikahli Esi,Atesli Silah,Tutuklu,2020
2922,Sanliurfa,Resit,Yok,Tartisma,Dini Nikahli Esi,Atesli Silah,Tutuklu,2020
2923,Kirsehir,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Atesli Silah,Tutuklu,2020
2924,Mardin,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Bogulma,Tutuklu,2020
2925,Giresun,Resit,Var,Tartisma,Kocasi,Kesici Alet,Intihar,2020
2926,Ordu,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020
2928,Ankara,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020
2929,Adana,Resit,Yok,Tespit Edilemeyen,Babasi,Atesli Silah,Intihar,2020
2930,Adana,Resit,Yok,Tespit Edilemeyen,Babasi,Atesli Silah,Intihar,2020
2931,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2020
2932,Izmir,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Tutuklu,2020
2934,Tespit Edilemeyen,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020
2936,Izmir,Resit,Yok,Tartisma,Oglu,Atesli Silah,Intihar,2020
2940,Izmir,Resit,Yok,Tartisma,Eski Kocasi,Atesli Silah,Tutuklu,2020
2941,Istanbul,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Kesici Alet,Intihar,2020
2943,Adana,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2946,Antalya,Resit Degil,Yok,Tartisma,Babasi,Atesli Silah,Intihar,2020
2947,Antalya,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2950,Kocaeli,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,Intihar,2020
2951,Canakkale,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tutuklu,2020
2954,Aydin,Resit,Yok,Tartisma,Sevgilisi,Darp,Tutuklu,2020
2957,Ankara,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Tespit Edilemeyen,2020
2958,Istanbul,Resit,Yok,Tespit Edilemeyen,Damadi,Atesli Silah,Tutuklu,2020
2961,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020
2962,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020
2965,Manisa,Resit,Yok,Ayrilik Talebi,Sevgilisi,Kesici Alet,Tutuklu,2020
2966,Istanbul,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020
2968,Ankara,Resit,Yok,Kiskanclik,Kocasi,Atesli Silah,Tutuklu,2020
2969,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Araniyor,2020
2970,Igdir,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020
2971,Antalya,Resit,Yok,Tespit Edilemeyen,Arkadasi,Darp,Intihar,2020
2972,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020
2973,Hatay,Resit Degil,Yok,Tespit Edilemeyen,Babasi,Asma,Tutuklu,2020
2974,Ordu,Resit,Yok,Tartisma,Sevgilisi,Yakilma,Tespit Edilemeyen,2020
2975,Gaziantep,Resit Degil,Yok,Tespit Edilemeyen,Sevgilisi,Yuksekten Dusme,Tutuklu,2020
2976,Manisa,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Atesli Silah,Tutuklu,2020
2977,Antalya,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Kacak,2020
2979,Almanya,Resit,Var ,Bosanma,Eski Kocasi,Kesici Alet,Tespit Edilemeyen,2012
2980,Mugla,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Tespit Edilemeyen,Tespit Edilemeyen,2012
2981,Diyarbakir,Tespit Edilemeyen,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Kacak,2012
2982,Ankara,Resit,Var,Bosanma,Eski Kocasi,Vurucu Alet,Araniyor,2012
2983,Almanya,Resit,Yok,Bosanma,Kocasi,Iskence,Tutuklu  ,2012
2984,Ankara,Tespit Edilemeyen,Yok,Bosanma,Kocasi,Atesli Silah,Tutuklu  ,2012
2985,Bursa,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Intihar,2012
2986,Erzurum,Resit,Yok,Intihar Susu,Supheli Olum,Yuksekten Dusme,Tespit Edilemeyen,2012
2987,Elazig,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Atesli Silah,Yargilaniyor,2012
2988,Bursa,Resit,Yok,Baska Bir Kadini Korurken,Damadi,Atesli Silah,Intihar,2012
2989,Antalya,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Sevgilisi,Kesici Alet,Tutuklu  ,2012
2990,Ankara,Resit,Yok,Kiskanclik,Sevgilisi,Kesici Alet,Tutuklu  ,2012
2991,Kocaeli,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2012
2992,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Akrabasi,Atesli Silah,Tespit Edilemeyen,2012
2993,Adana,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Sevgilisi,Atesli Silah,Yargilaniyor,2012
2994,Zonguldak,Resit Degil,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Tespit Edilemeyen,Tutuklu,2012
2995,Izmir,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Yargilaniyor,2012
2996,Ordu,Resit,Yok,Reddedilme,Eski Kocasi,Atesli Silah,Yargilaniyor,2012
2997,Izmir,Resit,Tespit Edilemeyen,Baska Bir Kadini Korurken,Kocasi,Atesli Silah,Yargilaniyor,2012
2998,Balikesir,Resit,Yok,Baska Bir Kadini Korurken,Oglu,Atesli Silah,Tutuklu  ,2012
2999,Konya,Resit,Var,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012
3000,Denizli,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Intihar,2012
3001,Bursa,Resit,Tespit Edilemeyen,Bosanma,Kocasi,Atesli Silah,Tutuklu  ,2012
3002,Ankara,Resit,Var,Kriz ve Issizlik,Kocasi,Kesici Alet,Tespit Edilemeyen,2012
3003,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Atesli Silah,Tutuklu,2012
3004,Balıkesir,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Kesici Alet,Tutuklu  ,2012
3005,Istanbul,Resit,Yok,Kiskanclik,Is Arkadasi,Atesli Silah,Tutuklu,2012
3006,Antalya,Resit,Yok,Kiskanclik,Kocasi,Atesli Silah,Intihar,2012
3007,Aydın,Resit,Yok,Kiskanclik,Tanidigi Birisi,Atesli Silah,Tutuklu,2012
3009,Tekirdag,Resit,Tespit Edilemeyen,Bosanma,Kocasi,Kesici Alet,Kacak,2012
3010,Hatay,Resit,Yok,Aile Meclisi Karari,Sevgilisi,Atesli Silah,Intihar,2012
3011,Kayseri,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012
3012,Gaziantep,Resit Degil,Yok,Tecavuz,Komsusu,Bogulma,Tutuklu,2012
3013,Sanliurfa,Resit,Tespit Edilemeyen,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012
3014,Adana,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Tespit Edilemeyen,2012
3015,Istanbul,Resit Degil,Var ,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012
3016,Kastamonu,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2012
3017,Bursa,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Atesli Silah,Intihar,2012
3018,Istanbul,Resit,Yok,Kiskanclik,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012
3019,Tekirdag,Resit,Yok,Kiskanclik,Sevgilisi,Iskence,Tutuklu,2012
3020,Erzurum,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012
3022,Adana,Resit,Yok,Ayrilik,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012
3023,Tekirdag,Resit,Yok,Reddedilme,Kayinbiraderi,Kesici Alet,Yargilaniyor,2012
3025,Balikesir,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2012
3026,Çanakkale,Resit,Yok,Kriz ve Issizlik,Kocasi,Kesici Alet,Intihar,2012
3027,Almanya,Resit,Var ,Aile Meclisi Karari,Erkek Kardesi,Iskence,Tutuklu,2012
3028,Antalya,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Is Arkadasi,Yuksekten Dusme,Tespit Edilemeyen,2012
3029,Mugla,Resit,Yok,Kriz ve Issizlik,Erkek Kardesi,Kesici Alet,Serbest,2012
3030,Konya,Resit,Yok,Tecavuz,Tanidigi Birisi,Bogulma,Tutuklu,2012
3031,Sanliurfa,Resit,Yok,Ayrilik,Sevgilisi,Kesici Alet,Tutuklu,2012
3032,Mugla,Resit,Yok,Ayrilik,Sevgilisi,Kesici Alet,Tutuklu,2012
3033,Balikesir,Resit,Yok,Cocugunun Hayatina Dair Karar Verdigi Icin,Sevgilisi,Kesici Alet,Tutuklu,2012
3034,Diyarbakir,Resit,Yok,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012
3035,Nigde,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Kesici Alet,Tutuklu,2012
3036,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Atesli Silah,Tutuklu,2012
3037,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Kesici Alet,Tutuklu,2012
3038,Kayseri,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012
3039,Antalya,Resit,Yok,Kiskanclik,Eski Kocasi,Atesli Silah,Tutuklu,2012
3040,Osmaniye,Resit Degil,Var ,Reddedilme,Tanidigi Birisi,Atesli Silah,Intihar,2012
3041,Kahramanmaras,Resit,Yok,Kriz ve Issizlik,Kocasi,Kesici Alet,Tutuklu,2012
3042,Van,Resit,Yok,Aile Meclisi Karari,Kocasi,Atesli Silah,Tutuklu,2012
3064,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,,2012
3065,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Kesici Alet,,2012
3066,Istanbul,Resit,Yok,Reddedilme,Eski Sevgilisi,Atesli Silah,,2012
3067,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,,2012
3068,Agri,Resit,Yok,Namus,Akrabasi,Iskence,,2012
3069,Ankara,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,,2012
3070,Izmir,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,,2012
3071,Istanbul,Resit,Var,Reddedilme,Kocasi,Atesli Silah,,2012
3072,Mersin,Resit,Yok,Tartisma,Eski Kocasi,Atesli Silah,,2012
3073,Mersin,Resit,Yok,Tartisma,Kocasi,Darp,,2012
3074,Bursa,Resit,Yok,Bosanma,Kocasi,Kesici Alet,,2012
3075,Samsun,Resit,Yok,Reddedilme,Tanidigi Birisi,Vurucu Alet,,2012
3076,Canakkale,Resit,Yok,Kizini Korurken,Tanidigi Birisi,Atesli Silah,,2012
3077,Corum,Resit,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,,2012
3078,Hatay,Resit,Yok,Tartisma,Kocasi,Darp,,2015
3079,Sanliurfa,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Kesici Alet,,2012
3080,Adana,Resit,Yok,Ayrilik Talebi,Sevgilisi,Ateslil Silah,,2012
3081,Adana,Resit,Yok,Tartisma,Kocasi,Atesli Silah,,2012
3082,Istanbul,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,,2012
3083,Kayseri,Resit,Var,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Kesici Alet,,2012
3084,Istanbul,Resit,Var,Barisma Talebi,Eski Sevgilisi,Atesli Silah,,2012
3085,Tekirdag,Resit,Var,Tespit Edilemeyen,Kocasi,Darp,,2012
3086,Ankara,Resit,Yok,Ayrilik Talebi,Kocasi,Atesli Silah,,2012
3087,Canakkale,Resit,Yok,Ayrilik Talebi,Kocasi,Atesli Silah,,2012
3088,Hatay,Resit,Tespit Edilemeyen,Tespit Edilemeyen,Eski Kayinpederi,Tespit Edilemeyen,,2012
3089,Canakkale,Resit,Yok,Kizini Korurken,Damadi,Atesli Silah,,2012
3090,Istanbul,Resit,Yok,Reddedilme,Tanimadigi Birisi,Bogulma,,2012
3091,Sakarya,Resit,Yok,Namus,Eski Kocasi,Atesli Silah,,2012
3092,Corum,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,,2012
3093,Sakarya,Resit,Yok,Ayrilik Talebi,Kocasi,Kesici Alet,,2012
3094,Diyarbakir,Resit,Yok,Ayrilik Talebi,Damadi,Atesli Silah,,2012
3095,Izmir,Resit,Yok,Reddedilme,Tanimadigi Birisi,Atesli Silah,,2012
3096,Istanbul,Resit Degil,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,,2012
3097,Istanbul,Resit,Yok,Tartisma,Kocasi,Atesli Silah,,2012
3098,Konya,Resit,Yok,Reddedilme,Eski Sevgilisi,Atesli Silah,,2012
3099,Diyarbakir,Resit Degil,Yok,Tore,Akrabasi,Asma,,2009
3100,Tespit Edilemeyen,Resit,Yok,Aldatilma Suphesi,Kocasi,Atesli Silah,,2012
3101,Konya,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Bogulma,,2012
3102,Adana,Resit,Yok,Siddetli Gecimsizlik,Kocasi,Kesici Alet,,2012
3103,Kayseri,Resit,Yok,Tartisma,Kocasi,Atesli Silah,,2012
3104,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,,2012
3105,Istanbul,Resit,Yok,Reddedilme,Eski Kocasi,Kesici Alet,,2013
3106,Adiyaman,Resit,Var,Tespit Edilemeyen,Eski Kocasi,Kesici Alet,,2013
3111,Van,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2013
